Category,Subcategory,XBRL Tag
Liabilities,Current,AccruedLiabilitiesExcludingOfferingCostCurrent
Liabilities,Current,AccruedLiabilitiesExcludingOfferingCostsCurrent
Liabilities,Current,AccruedLiabilitiesExcludingProductWarrantyAccrualCurrent
Liabilities,Current,AccruedLiabilitiesForCommissionsExpenseAndTaxes
Liabilities,Current,AccruedLiabilitiesLocationGamingExpenseCurrent
Liabilities,Current,AccruedLiabilitiesLongTerm
Liabilities,Current,AccruedLiabilitiesNoncurrent
Liabilities,Current,AccruedLiabilitiesOtherThanAccruedCompensationCurrent
Liabilities,Current,AccruedLiabilitiesRelatedParties
Liabilities,Current,AccruedLiabilitiesRelatedParty
Liabilities,Current,AccruedLiabilitiesStateGamingExpenseCurrent
Liabilities,Current,AccruedLiabilitiesToNoncontrollingInterests
Liabilities,Current,AccruedLiabilityCurrentAndNonCurrentExcludingIncomeTax
Liabilities,Current,AccruedLicenseExpenseRelatedParty
Liabilities,Current,AccruedLicensesAgreementPayable
Liabilities,Current,AccruedLicensingDataFeesCurrent
Liabilities,Current,AccruedLicensingRoyaltiesCurrent
Liabilities,Current,AccruedLicensingRoyaltiesNoncurrent
Liabilities,Current,AccruedLicensorPaymentCurrent
Liabilities,Current,AccruedLicensorPaymentsNoncurrent
Liabilities,Current,AccruedLitigationCurrent
Liabilities,Current,AccruedLitigationNoncurrent
Liabilities,Current,AccruedLossOnFutureFirmCommitments
Liabilities,Current,AccruedLoyaltyProgramCurrent
Liabilities,Current,AccruedMaintenanceAndRepairs
Liabilities,Current,AccruedManagementCompensation
Liabilities,Current,AccruedManufacturingExpenses
Liabilities,Current,AccruedMarketing
Liabilities,Current,AccruedMarketingCostsCurrent
Liabilities,Current,AccruedMarketingExpenses
Liabilities,Current,AccruedMarketingTradeAndSelling
Liabilities,Current,AccruedMediaCostCurrent
Liabilities,Current,AccruedMediaPayments
Liabilities,Current,AccruedMedicaidRebatesCurrent
Liabilities,Current,AccruedMemberDistributionsPayable
Liabilities,Current,AccruedMerchantAndSupplierPayable
Liabilities,Current,AccruedMilestoneAndRoyaltyPaymentsNoncurrent
Liabilities,Current,AccruedNetworkProgrammingFees
Liabilities,Current,AccruedNonCurrentLiabilitiesAndProvisions
Liabilities,Current,AccruedNonqualifiedDeferredCompensations
Liabilities,Current,AccruedOccupancyCurrent
Liabilities,Current,AccruedOccupancyNoncurrent
Liabilities,Current,AccruedOfferingCost
Liabilities,Current,AccruedOfferingCostCurrent
Liabilities,Current,AccruedOfferingCosts
Liabilities,Current,AccruedOfferingCostsAndExpensesCurrent
Liabilities,Current,AccruedOfferingCostsCurrent
Liabilities,Current,AccruedOfficerCompensationCurrent
Liabilities,Current,AccruedOilAndGasSales
Liabilities,Current,AccruedOrganizationalAndOfferingExpenses
Liabilities,Current,AccruedOrganizationalCosts
Liabilities,Current,AccruedOrganizationCosts
Liabilities,Current,AccruedOtherGeneralAndAdministrativeExpenses
Liabilities,Current,AccruedOtherLiabilitiesCurrent
Liabilities,Current,AccruedOtherTaxesCurrent
Liabilities,Current,AccruedParticipationLiabilitiesDueInNextOperatingCycle
Liabilities,Current,AccruedPaymentsForAssetAcquisitions
Liabilities,Current,AccruedPayrollAndBenefits
Liabilities,Current,AccruedPayrollAndBenefitsCurrent
Liabilities,Current,AccruedPayrollAndEmployeeBenefits
Liabilities,Current,AccruedPayrollAndOtherAccruals
Liabilities,Current,AccruedPayrollAndOtherEmployeeCosts
Liabilities,Current,AccruedPayrollAndPayrollTaxesRelatedParty
Liabilities,Current,AccruedPayrollandPurchasedTransportation
Liabilities,Current,AccruedPayrollAndVacationCurrent
Liabilities,Current,AccruedPayrollPayrollTaxesAndRelatedBenefitsLiabilitiesCurrent
Liabilities,Current,AccruedPayrollTaxesCurrent
Liabilities,Current,AccruedPayrollTaxLiabilitiesAndOtherPayrollWithholdings
Liabilities,Current,AccruedPensionsAndOtherPostretirementBenefitsCurrent
Liabilities,Current,AccruedPerformanceAllocations
Liabilities,Current,AccruedPerformanceAllocationsCompensation
Liabilities,Current,AccruedPerformanceBasedCapitalAllocation
Liabilities,Current,AccruedPerformanceParticipationAllocation
Liabilities,Current,AccruedPersonnelCosts
Liabilities,Current,AccruedPostretirementBenefitsNetOfCurrentPortion
Liabilities,Current,AccruedPreferredDistributions
Liabilities,Current,AccruedPreferredStockDividendCurrent
Liabilities,Current,AccruedPreferredStockRedemptionPayable
Liabilities,Current,AccruedPremiumsAndOtherAccruedExpenses
Liabilities,Current,AccruedPriceProtectionLiability
Liabilities,Current,AccruedPricingFeesCurrentAndNoncurrent
Liabilities,Current,AccruedProcurementFees
Liabilities,Current,AccruedProductDevelopmentCosts
Liabilities,Current,AccruedProductPayables
Liabilities,Current,AccruedProductReturnsAndRebates
Liabilities,Current,AccruedProfessionalAndOtherAccruedLiabilitiesCurrent
Liabilities,Current,AccruedProfessionalFeesCurrent
Liabilities,Current,AccruedProfessionalFeesCurrentAndNoncurrent
Liabilities,Current,AccruedProfitSharing
Liabilities,Current,AccruedProgramming
Liabilities,Current,AccruedProgrammingCurrent
Liabilities,Current,AccruedProgressCollectionsPriceAdjustments
Liabilities,Current,AccruedPromotionalAllowance
Liabilities,Current,AccruedPromotionalAllowancesLiabilitiesCurrent
Assets,Current,AccruedPropertyCostCurrent
Assets,Current,AccruedPropertyPlantandEquipment
Assets,Current,AccruedPropertyPlantAndEquipmentCurrent
Liabilities,Current,AccruedPurchaseCommitmentsCurrent
Liabilities,Current,AccruedPurchasesGasCondensateAndCrudeOil
Liabilities,Current,AccruedRateRefunds
Liabilities,Current,AccruedRealEstateTaxes
Liabilities,Current,AccruedRebates
Liabilities,Current,AccruedRebatesAndAllowancesCurrent
Liabilities,Current,AccruedRebatesAndCopayAssistance
Liabilities,Current,AccruedRebatesAndReturns
Liabilities,Current,AccruedRebatesCurrent
Liabilities,Current,AccruedRebatesFeesAndReserveCurrent
Liabilities,Current,AccruedRebatesReturnsAndDiscountsCurrent
Liabilities,Current,AccruedRebatesReturnsAndPromotions
Liabilities,Current,AccruedRebatesReturnsAndPromotionsCurrent
Liabilities,Current,AccruedReclamationCostsCurrent
Liabilities,Current,AccruedReclamationCostsNonCurrent
Liabilities,Current,AccruedRelatedPartyInterest
Liabilities,Current,AccruedRentCurrent
Liabilities,Current,AccruedRentCurrentAndNoncurrent
Liabilities,Current,AccruedRentNoncurrent
Liabilities,Current,AccruedResearchAndDevelopmentCurrent
Liabilities,Current,AccruedResearchAndDevelopmentExpenseCurrent
Liabilities,Current,AccruedResearchAndDevelopmentExpenses
Liabilities,Current,AccruedResearchAndDevelopmentExpensesCurrent
Liabilities,Current,AccruedResearchAndDevelopmentLiabilitiesCurrent
Liabilities,Current,AccruedResearchAndDevelopmentLiabilityCurrent
Liabilities,Current,AccruedResearchAndDevelopmentsFees
Liabilities,Current,AccruedResearchAndDevelopmentSoftware
Liabilities,Current,AccruedRestorationPlanLiability
Liabilities,Current,AccruedRestructuringCostsCurrent
Liabilities,Current,AccruedRetirementLiabilities
Liabilities,Current,AccruedRetrospectivePremiumsCurrent
Liabilities,Current,Accruedreturnsreserve
Liabilities,Current,AccruedRevenue
Assets,Current,AccruedRevenueAndAccountsReceivable
Liabilities,Current,AccruedRevenues
Liabilities,Current,AccruedRevenueShare
Liabilities,Current,AccruedRevenuesInExcessOfBillings
Liabilities,Current,AccruedRoyalties
Liabilities,Current,AccruedRoyaltiesCurrent
Liabilities,Current,AccruedRoyaltiesCurrentAndNoncurrent
Liabilities,Current,AccruedRoyaltiesCurrentExcessRoyaltyPaymentDue
Liabilities,Current,AccruedRoyaltiesNoncurrent
Liabilities,Current,AccruedRoyaltyExpenses
Liabilities,Current,AccruedRoyaltyOverrides
Liabilities,Current,AccruedSalaries
Liabilities,Current,AccruedSalariesAndBenefits
Liabilities,Current,AccruedSalariesAndCommissionsCurrent
Liabilities,Current,AccruedSalariesAndEmployeeBenefitsCurrent
Liabilities,Current,AccruedSalariesCurrent
Liabilities,Current,AccruedSalariesCurrentAndAccruedVacationCurrent
Liabilities,Current,AccruedSalariesCurrentAndNoncurrent
Liabilities,Current,AccruedSalariesWagesAndBenefitsCurrent
Liabilities,Current,AccruedSalariesWagesAndCommissionsCurrent
Liabilities,Current,AccruedSalariesWagesAndPayrollTaxesCurrent
Liabilities,Current,AccruedSalesCommission
Liabilities,Current,AccruedSalesCommissionCurrent
Liabilities,Current,AccruedSalesCommissionCurrentAndNoncurrent
Liabilities,Current,AccruedSalesDiscountsAllowancesAndReserves
Liabilities,Current,AccruedSalesDiscountsRebatesandRoyaltiesCurrent
Liabilities,Current,AccruedSalesProgramCosts
Liabilities,Current,AccruedSalesReturnsandAllowances
Liabilities,Current,AccruedSalesTaxesCurrent
Liabilities,Current,AccruedSatelliteConstructionCostsCurrent
Liabilities,Current,AccruedSellingExpenseCurrent
Liabilities,Current,AccruedSettlement
Liabilities,Current,AccruedSettlementCostsCurrent
Liabilities,Current,AccruedSettlementCostsNoncurrent
Liabilities,Current,AccruedSettlementLiabilityCurrent
Liabilities,Current,AccruedSettlementPaymentCurrent
Liabilities,Current,AccruedSeveranceExpense
Liabilities,Current,AccruedSeveranceFromAcquisitionCurrent
Liabilities,Current,AccruedSeveranceLiability
Liabilities,Current,AccruedSeveranceLiabilityCurrent
Liabilities,Current,AccruedSeveranceNoncurrent
Liabilities,Current,AccruedSeverancePayableNoncurrent
Liabilities,Current,AccruedSeverancePayNoncurrent
Liabilities,Current,AccruedSeveranceTaxes
Liabilities,Current,AccruedShareholderServicingFees
Liabilities,Current,AccruedShareholderServicingFeesAndDistributionFees
Liabilities,Current,AccruedShippingAndHandlingCurrent
Liabilities,Current,AccruedSponsorsFees
Liabilities,Current,AccruedStockCompensation
Liabilities,Current,AccruedStockPayable
Liabilities,Current,AccruedSubcontractorAndOtherDirectCosts
Liabilities,Current,AccruedSubscriberIncentives
Liabilities,Current,AccruedTariffs
Liabilities,Current,AccruedTaxes
Liabilities,Current,AccruedTaxesAndLicensesCurrent
Liabilities,Current,AccruedTaxesAndOtherLongTermLiabilities
Liabilities,Current,AccruedTradeExecutionAndClearingCosts
Liabilities,Current,AccruedTransactionCostsCurrent
Liabilities,Current,AccruedTransportationCosts
Liabilities,Current,AccruedTrusteeFees
Liabilities,Current,AccruedUnbilledRevenueEnergy
Liabilities,Current,AccruedUnbilledRevenues
Liabilities,Current,AccruedUnbilledRevenuesAfterAllowanceForCreditLossesCurrent
Liabilities,Current,AccruedUnbilledRevenuesAllowanceForCreditLossesCurrent
Liabilities,Current,AccruedUnderwritingExpensesAndOtherLiabilities
Liabilities,Current,AccruedUtilitiesCurrent
Liabilities,Current,AccruedUtilityRevenue
Liabilities,Current,AccruedUtilityRevenues
Liabilities,Current,AccruedVacationCurrent
Liabilities,Current,AccruedVacationsCurrent
Liabilities,Current,AccruedVariableCompensationCurrent
Liabilities,Current,AccruedVariableConsiderationCurrent
Liabilities,Current,AccruedVolumeIncentiveandServiceFees
Liabilities,Current,AccruedWagesAndFringeBenefits
Liabilities,Non-Current,AccruedWarranty
Liabilities,Current,AccruedWarrantyLiabilitiesCurrent
Liabilities,Current,AccruedWarrantyLiabilitiesNonCurrent
Liabilities,Current,AccruedWarrantyLiabilityCurrent
Liabilities,Current,AccruedWorkersCompensation
Liabilities,Current,AccruedWorkersCompensationAndOtherClaimsCurrent
Liabilities,Current,AccruedWorkersParticipation
Liabilities,Current,AccruedWorksiteEmployeeCompensationAndRelatedItems
Liabilities,Current,AccruedWorksiteEmployeePayrollCosts
Equity,Non-Current,AccumulatedAdjustmentsOfAdditionalPaidinCapital
Assets,Non-Current,AccumulatedAmortizationDeferredCost
Assets,Non-Current,AccumulatedAmortizationDeferredFinanceCosts
Assets,Non-Current,AccumulatedAmortizationDepreciation
Assets,Non-Current,AccumulatedAmortizationFinancingLeaseROUAssets
Assets,Non-Current,AccumulatedAmortizationIntangibleAssets
Assets,Non-Current,AccumulatedAmortizationNuclearFuel
Assets,Non-Current,AccumulatedAmortizationOfCurrentDeferredFinanceCosts
Assets,Non-Current,AccumulatedAmortizationOfDebtIssuanceCostsLineOfCreditArrangements
Assets,Non-Current,AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts
Assets,Non-Current,AccumulatedAmortizationOfOtherAssets
Assets,Non-Current,AccumulatedAmortizationOfOtherDeferredCosts
Assets,Non-Current,AccumulatedAmortizationOperatingLeaseRightOfUseAsset
Assets,Non-Current,AccumulatedAmortizationOtherAssets
Assets,Non-Current,AccumulatedAmortizationPropertyUnderCapitalLease
Liabilities,Non-Current,AccumulatedCommonUnitholdersTaxReclassification
Liabilities,Non-Current,AccumulatedCommonUnitholdersTaxReclassifications
Liabilities,Non-Current,AccumulatedCommonUnitholderTaxReclassification
Liabilities,Non-Current,AccumulatedDeferredInvestmentTaxCredit
Equity,Equity,AccumulatedDeficit
Equity,Equity,AccumulatedDeficitAndOther
Equity,Equity,AccumulatedDeficitFromDiscontinuedOperations
Assets,Non-Current,AccumulatedDepreciation
Assets,Non-Current,AccumulatedDepreciationAndAmortization
Assets,Non-Current,AccumulatedDepreciationAndAmortizationConsolidatedVariableInterestEntities
Assets,Non-Current,AccumulatedDepreciationAndAmortizationOnOtherPropertyPlantAndEquipment
Assets,Non-Current,AccumulatedDepreciationCars
Assets,Non-Current,AccumulatedDepreciationDepletionAndAmortizationEquipmentHeldForOperatingLease
Assets,Non-Current,AccumulatedDepreciationDepletionAndAmortizationGasAndOilProperties
Assets,Non-Current,AccumulatedDepreciationDepletionandAmortizationOtherPropertyPlantandEquipment
Assets,Non-Current,AccumulatedDepreciationDepletionAndAmortizationPropertyAndEquipmentIncludingFinanceLeaseOilAndGasProperties
Assets,Non-Current,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
Assets,Non-Current,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingConstructionInProgress
Assets,Non-Current,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentOther
Assets,Non-Current,AccumulatedDepreciationDepletionAndImpairment
Assets,Non-Current,AccumulatedDepreciationFixedAssets
Assets,Non-Current,AccumulatedDepreciationInOtherAssets
Assets,Non-Current,AccumulatedDepreciationOfDeferredDrydockCosts
Assets,Non-Current,AccumulatedDepreciationOfFurnitureAndEquipment
Assets,Non-Current,AccumulatedDepreciationOfRealEstateHeldForSale
Assets,Non-Current,AccumulatedDepreciationOfRentalEquipment
Assets,Non-Current,AccumulatedDepreciationOnLeaseMerchandise
Assets,Non-Current,AccumulatedDepreciationPropertyPlantAndEquipmentAndOperatingLeaseRightOfUseAssets
Assets,Non-Current,AccumulatedDepreciationRevenueEarningDevices
Assets,Non-Current,AccumulatedDepreciationVessels
Unclassified,Current,AccumulatedDistributionsInExcessOfNetIncome
Unclassified,Non-Current,AccumulatedEarningsAndCumulativeDistributions
Liabilities,Current,AccumulatedForeignCurrencyTranslationAdjustmentNetOfTax
Unclassified,Non-Current,AccumulatedLosses
Unclassified,Current,AccumulatedNetInvestmentGainLoss
Unclassified,Current,AccumulatedNetInvestmentLoss
Assets,Current,AccumulatedNetRealizedGainLossOnInvestments
Assets,Current,AccumulatedNetRealizedGainOnInvestmentsNetOfDistributions
Assets,Non-Current,AccumulatedNetUnrealizedDepreciationAppreciationOfInvestments
Equity,Current,AccumulatedOtherComprehensiveIncome
Equity,Current,AccumulatedOtherComprehensiveIncomeLoss
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossAttributableToParentNetOfTax
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleEquitySecuritiesAdjustmentNetOfTax
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleFixedSecuritiesAdjustmentNetOfTax
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentTax
Equity,Current,AccumulatedOtherComprehensiveIncomeLossBeforeFederalHomeLoanBankAssessments
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossBeforeTax1
Assets,Current,AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossDeferredIncomeTaxes
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPlansNetOfTax
Assets,Current,AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPlanTax
Equity,Current,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustment
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentsNetOfTax
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossInterestRateSwapsIncomeTaxes
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossNetOfTax
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossNetOfTaxAttributableToParent
Equity,Current,AccumulatedOtherComprehensiveIncomeLossNetUnrealizedLossOnOtherThanTemporarilyImpairedSecurities
Equity,Current,AccumulatedOtherComprehensiveIncomeLossNetUnrealizedLossOnSecuritiesNotOtherThanTemporarilyImpaired
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossNetUnrealizedLossOnSecuritiesTransferredFromAvailableForSaleToHeldToMaturityNetOfTax
Equity,Current,AccumulatedOtherComprehensiveIncomeLossOther
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossOtherAfterTax
Equity,Current,AccumulatedOtherComprehensiveIncomeLossOtherUnrealizedNetCapitalGainsAndLosses
Liabilities,Current,AccumulatedOtherComprehensiveIncomeLossTax
Equity,Current,AccumulatedOtherComprehensiveIncomeLossUndistributedInvestmentLoss
Equity,Current,AccumulatedOtherComprehensiveIncomeLossUndistributedNetRealizedGainsLossOnInvestmentTransactions
